ENSPFOG00000024077  ensembl 	1	5	2	3	3	3	0	2	1	1	1
ENSPFOG00000024122  ensembl 	0	3	0	0	0	0	0	0	0	1	0
ENSPFOG00000018886  ensembl 	0	2	2	0	1	1	1	0	2	0	0
ENSPFOG00000018873  gapdhs 	76512	68338	76170	66195	44912	57640	45128	35654	48635	53873	57871
ENSPFOG00000018890  scxb 	73	37	48	23	4	69	46	4	6	111	122
ENSPFOG00000024173  ensembl 	11	26	13	34	19	28	12	41	24	40	12
ENSPFOG00000018907  HPN 	135	85	121	97	82	62	63	40	89	72	64
ENSPFOG00000018915  ensembl 	114	109	144	128	76	96	85	51	77	115	106
ENSPFOG00000018917  ensembl 	121	112	136	131	72	88	110	54	86	107	113
ENSPFOG00000018921  ensembl 	0	4	6	3	0	16	7	13	0	23	5
ENSPFOG00000018923  ensembl 	22	20	31	75	15	106	20	10	15	30	22
ENSPFOG00000018930  sdha 	21479	19575	20946	17981	12288	16989	13911	10888	15795	17211	17362
ENSPFOG00000018945  ccdc127a 	700	781	751	687	436	636	503	435	578	569	707
ENSPFOG00000018947  ensembl 	6	9	19	9	7	10	21	7	4	16	12
ENSPFOG00000018949  mrpl32 	502	399	442	373	279	346	275	185	279	349	305
ENSPFOG00000018952  si:rp71-45k5.4 	2700	2169	2354	2271	1543	1920	1560	1114	1589	1803	1740
ENSPFOG00000018961  atad2 (3 of 3) 	931	947	1119	932	623	791	858	572	606	879	946
ENSPFOG00000021129  SNORA5 	2	0	0	0	0	0	1	0	1	0	0
ENSPFOG00000018986  ZHX1 (2 of 2) 	727	935	768	731	478	874	623	333	459	909	632
ENSPFOG00000018989  ensembl 	16	13	11	16	14	8	12	4	8	10	13
ENSPFOG00000018992  C8orf76 	322	313	332	304	171	226	260	171	239	235	228
ENSPFOG00000018996  FAM83A 	24	19	24	20	10	19	26	14	16	17	10
ENSPFOG00000019012  tbc1d31 	222	219	259	170	136	180	186	149	177	181	172
ENSPFOG00000019049  derl1 	955	827	981	840	575	662	564	386	656	751	726
ENSPFOG00000019055  zhx2 	3624	3511	3536	3349	2405	2942	2294	1669	2770	2938	2867
ENSPFOG00000019066  ensembl 	10	12	9	9	11	12	12	20	4	13	11
ENSPFOG00000019069  ensembl 	4	1	2	0	1	0	0	0	0	1	2
ENSPFOG00000019071  has2 	16	10	10	9	2	9	7	1	2	2	20
ENSPFOG00000019074  znf407 	480	476	619	582	404	471	345	305	351	583	492
ENSPFOG00000019075  ZADH2 	576	552	771	619	416	562	420	346	483	550	450
ENSPFOG00000019081  TSHZ1 (2 of 3) 	4834	5302	5920	6451	3722	5348	3826	3295	3999	5397	3970
ENSPFOG00000019083  ZNF516 (2 of 2) 	926	689	960	804	471	967	610	483	616	846	854
ENSPFOG00000019091  znf236 	1988	1994	2462	2359	1363	1808	1696	1195	1498	1979	1807
ENSPFOG00000019109  mbpb 	183834	145356	128726	161362	104938	103691	80730	89137	107993	94286	143471
ENSPFOG00000019111  galr1a 	1698	1833	1600	1630	992	1562	1279	868	1223	1626	1358
ENSPFOG00000019117  DEPDC1B 	21	13	31	14	16	12	7	7	9	12	10
ENSPFOG00000019127  sall3a 	2633	2203	2263	1925	1487	1947	1376	1314	1505	1712	2185
ENSPFOG00000019133  NFATC1 	95	80	108	81	32	85	78	52	49	87	77
ENSPFOG00000019141  zgc:91890 	648	490	582	375	300	396	372	275	369	389	416
ENSPFOG00000019175  plecb 	5187	10075	4370	4624	3203	10545	7154	2582	3188	8927	4224
ENSPFOG00000019228  ensembl 	100	123	197	240	113	86	112	92	79	122	98
ENSPFOG00000023186  ensembl 	7	7	6	0	2	1	1	0	6	2	1
ENSPFOG00000024095  ensembl 	0	3	2	0	0	1	3	0	0	6	1
ENSPFOG00000019230  rspo2 	457	539	507	370	235	332	296	277	236	330	386
ENSPFOG00000019233  eif3ea 	2996	2464	2957	2534	1676	2307	1920	1378	1915	2149	1914
ENSPFOG00000019243  emc2 	4076	3997	4338	3614	2524	3696	2968	2058	3138	3573	3484
ENSPFOG00000020867  TMEM74 	359	305	350	364	197	331	233	221	205	297	307
ENSPFOG00000019249  trhra 	113	121	114	85	52	108	98	26	81	128	67
ENSPFOG00000019253  sybu 	12391	12978	13706	14926	8422	12873	9874	8836	11321	11935	13178
ENSPFOG00000019255  gdf6a 	106	127	103	69	64	121	65	64	74	79	85
ENSPFOG00000019257  eny2 	1383	1263	1461	1192	928	1087	873	671	995	1001	1002
ENSPFOG00000019260  ebag9 	1147	1125	1186	983	800	986	805	634	874	852	958
ENSPFOG00000019265  ttk 	200	147	181	166	129	146	124	89	112	127	129
ENSPFOG00000019272  bckdhb 	3051	2694	3016	2411	1799	2448	1924	1471	2037	2288	2277
ENSPFOG00000019275  FAM46A (2 of 2) 	829	921	647	493	589	565	581	264	541	582	496
ENSPFOG00000019277  ibtk 	5712	6067	5218	4652	3042	5012	4004	2706	3921	4565	4949
ENSPFOG00000020868  tpbgb 	305	280	312	242	191	253	202	157	196	205	240
ENSPFOG00000019279  ube3d 	485	607	498	505	281	654	507	351	268	483	438
ENSPFOG00000019293  dopey1 	3626	4281	4441	4149	2361	3704	3203	1899	2866	3944	3234
ENSPFOG00000019328  snap91 	10033	9892	11428	11001	6326	9869	7856	5183	7421	10322	8798
ENSPFOG00000019336  prss35 	26	18	42	33	22	24	25	11	23	19	16
ENSPFOG00000019346  me1 	42	39	60	37	40	40	52	31	33	46	53
ENSPFOG00000019371  prdm13 	47	35	40	44	23	40	19	22	45	43	41
ENSPFOG00000019376  zgc:172323 	54	35	45	62	23	64	50	25	35	100	104
ENSPFOG00000019380  si:dkey-165n16.1 (1 of 2) 	57	49	55	50	31	46	42	20	43	41	44
ENSPFOG00000023635  usp45 	1720	1870	1783	1692	1159	1618	1333	1076	1279	1665	1746
ENSPFOG00000022768  si:dkey-165n16.1 (2 of 2) 	90	68	90	66	48	83	67	43	76	70	89
ENSPFOG00000019385  pnisr 	21162	17753	24239	20334	13228	17675	15091	12827	15874	20741	19175
ENSPFOG00000019395  coq3 	890	741	836	677	512	679	620	370	517	633	652
ENSPFOG00000019402  faxcb 	780	873	831	709	511	807	625	408	635	732	615
ENSPFOG00000019404  fbxl4 	1084	1008	1053	1034	671	885	782	573	723	921	882
ENSPFOG00000020869  pou3f2b 	482	379	546	452	275	379	352	215	331	463	434
ENSPFOG00000023477  ensembl 	22	37	49	32	13	33	35	10	18	77	36
ENSPFOG00000019411  mms22l 	466	495	542	554	325	406	457	329	408	531	478
ENSPFOG00000019426  klhl32 	1014	1175	1164	1078	766	965	923	656	873	1073	1091
ENSPFOG00000019434  FZD6 	653	456	446	392	305	379	340	269	379	398	398
ENSPFOG00000019437  cthrc1b 	117	142	200	149	90	71	82	62	124	116	150
ENSPFOG00000019440  slc25a32b 	993	1021	793	893	543	659	489	502	703	706	749
ENSPFOG00000019444  dcaf13 	730	666	753	678	437	629	488	426	518	634	618
ENSPFOG00000019456  rims2a 	6219	7150	6584	5551	3908	6025	5057	3516	4249	6501	5819
ENSPFOG00000019471  DCSTAMP 	190	114	169	124	67	146	63	50	111	62	204
ENSPFOG00000019474  dpys 	12	4	11	11	10	5	5	7	6	4	9
ENSPFOG00000014455  ensembl 	111	120	159	131	69	101	99	73	101	109	118
ENSPFOG00000014464  scara5 	568	661	925	382	653	353	464	323	327	438	404
ENSPFOG00000014510  pbk 	27	13	21	14	4	18	23	6	12	12	15
ENSPFOG00000014531  esco2 	57	27	51	39	16	31	28	22	23	18	21
ENSPFOG00000014567  ccdc25 	683	559	610	520	430	422	410	246	406	376	391
ENSPFOG00000014631  tmem214 	2282	1976	2337	1999	1379	1774	1304	1035	1546	1824	1762
ENSPFOG00000024031  mapre3b 	2318	2117	2814	2438	1499	1925	1683	1342	1664	1952	2083
ENSPFOG00000014704  dpysl5b 	10016	9237	10523	10205	6082	8631	7408	4172	7625	9123	7494
ENSPFOG00000014869  dnmt3aa 	7126	7010	7477	7063	4535	6437	5528	2452	5260	6118	4385
ENSPFOG00000014988  dtnba 	1205	1341	1301	1260	590	1170	1003	774	1025	1188	1007
ENSPFOG00000020606  TLR5 (2 of 2) 	0	1	1	3	0	0	0	0	0	1	0
ENSPFOG00000015190  KIF3C (1 of 2) 	5957	5310	6894	5865	3844	5231	4390	3394	4612	5192	5625
ENSPFOG00000015245  rab10 	4672	4237	4668	6254	3806	3680	2973	2331	3307	3471	3659
ENSPFOG00000015291  lats1 	623	667	572	577	405	522	416	335	531	486	546
ENSPFOG00000023118  nup43 	811	767	877	758	488	650	571	430	626	596	728
ENSPFOG00000015367  pcmt 	5368	5171	6452	5721	3563	4661	4499	3468	4177	4602	5401
ENSPFOG00000015406  lrp11 	12823	10918	14235	13048	7686	10567	9155	7585	9385	10782	12085
ENSPFOG00000015511  map3k5 	4512	4701	4497	4212	2664	4040	3266	1957	3665	4523	3471
ENSPFOG00000015812  tfap2b 	526	360	543	453	305	405	357	395	364	540	691
ENSPFOG00000015857  tfap2d 	372	328	479	417	263	344	274	274	288	453	536
ENSPFOG00000015882  si:dkeyp-77c8.2 	6871	5902	7231	6055	3974	5190	4538	3275	5207	5618	5450
ENSPFOG00000015886  HADHB 	3395	2920	3813	2777	1931	2404	2440	1459	2769	2799	2494
ENSPFOG00000015932  gareml 	825	726	834	643	514	643	439	411	578	685	674
ENSPFOG00000015957  syne2a (1 of 2) 	1	5	1	1	0	6	3	0	1	13	0
ENSPFOG00000015966  syne2a (2 of 2) 	147	127	167	107	82	191	138	77	115	140	109
ENSPFOG00000016031  esr2a 	234	448	261	235	175	280	277	92	185	284	152
ENSPFOG00000016087  jag2b 	2924	2515	2955	2295	2006	2362	1978	1447	2024	2426	2371
ENSPFOG00000016378  nudt14 	411	1098	413	769	247	1156	763	135	233	1117	334
ENSPFOG00000016353  knstrn 	333	836	334	609	202	828	553	103	187	836	258
ENSPFOG00000016360  casc5 	669	879	412	687	248	883	611	141	231	882	308
ENSPFOG00000016388  adgrg11 	19	11	26	20	14	15	27	8	11	17	13
ENSPFOG00000016409  mtif3 	757	628	639	705	454	558	533	415	507	557	637
ENSPFOG00000016417  heca 	1263	1078	1198	1288	850	763	971	750	898	1083	1198
ENSPFOG00000016428  abracl 	72	58	74	47	49	46	55	28	46	68	42
ENSPFOG00000016435  reps1 	2326	2124	2347	2019	1523	1832	1425	1140	1646	1757	1960
ENSPFOG00000016489  clu 	53755	55870	51422	45104	33201	42130	33513	22577	38102	34973	36790
ENSPFOG00000016516  scara3 	1107	941	761	417	700	508	493	273	595	414	433
ENSPFOG00000016584  ak7a 	408	359	384	329	309	339	221	150	212	248	302
ENSPFOG00000016670  ACTC1 (4 of 4) 	3	0	7	1	4	7	6	0	2	2	1
ENSPFOG00000016684  ensembl 	0	1	1	1	0	2	0	0	1	1	3
ENSPFOG00000016687  scg5 	10262	7602	9341	7917	5965	6945	6190	4632	6521	6932	8223
ENSPFOG00000016696  fmn1 	231	189	276	137	110	443	327	25	50	235	137
ENSPFOG00000016822  ryr3 	2606	3881	2662	3001	1622	4156	3190	1133	1682	3675	1706
ENSPFOG00000017479  aven 	1553	1290	1498	1621	1025	1138	1084	674	1011	1288	1182
ENSPFOG00000020607  chrm5b 	344	373	461	335	233	356	278	138	274	406	240
ENSPFOG00000017484  emc7 	3603	3436	3657	2876	2226	3007	2320	1720	2746	2722	2811
ENSPFOG00000017499  katnbl1 	738	664	756	627	455	553	540	423	528	545	602
ENSPFOG00000017523  thbs1b 	670	801	892	531	455	516	737	407	524	608	460
ENSPFOG00000017656  ensembl 	28	16	21	4	6	8	23	16	25	5	8
ENSPFOG00000017671  gpr176 	550	446	538	484	315	380	401	284	330	462	471
ENSPFOG00000017682  susd6 	5804	6213	5618	6134	3678	4834	3858	3316	5066	4680	4479
ENSPFOG00000017700  srsf5b 	42378	40198	54988	49086	30710	38394	30573	30365	35849	38379	43837
ENSPFOG00000017716  slc10a1 	35917	33805	46011	41159	26078	32209	25490	25795	30181	31794	36427
ENSPFOG00000017744  max 	3071	3802	3202	3325	2057	3324	2890	1887	2512	3667	2689
ENSPFOG00000017754  fntb 	705	559	672	602	407	548	444	345	463	582	534
ENSPFOG00000017775  rab15 	950	1088	1093	1066	710	980	865	537	747	892	905
ENSPFOG00000017793  sipa1l1 	2667	6231	2693	3707	1882	6138	4380	752	1707	5887	1519
ENSPFOG00000017826  rgs6 (2 of 2) 	1109	1013	1075	920	627	1044	803	455	748	1049	968
ENSPFOG00000017974  lama2 	2949	3391	2762	1953	1874	2389	2528	985	2078	2719	1605
ENSPFOG00000018241  si:dkey-126h10.1 	46	41	40	39	27	40	16	24	26	43	54
ENSPFOG00000018278  ptprk (1 of 2) 	3511	4784	3801	3711	2370	4365	2879	1386	2938	3964	2180
ENSPFOG00000023934  ptprk (2 of 2) 	1261	1688	1312	1452	881	1540	1143	488	1032	1482	771
ENSPFOG00000018385  dlgap2b 	1588	3326	1614	1898	957	3590	2715	775	1204	3209	1274
ENSPFOG00000018393  ensembl 	1133	837	1593	989	689	1013	927	571	608	860	878
ENSPFOG00000018395  C12orf57 	1033	1037	1060	1003	691	865	715	502	788	849	749
ENSPFOG00000018398  SAYSD1 	306	292	293	248	203	228	172	137	213	224	221
ENSPFOG00000018402  bpnt1 	1420	1283	1376	1327	951	1056	1030	646	1168	1102	1181
ENSPFOG00000018425  PLB1 (2 of 2) 	53	19	32	17	21	35	7	5	32	37	28
ENSPFOG00000018471  ensembl 	726	697	684	640	414	565	448	364	526	544	603
ENSPFOG00000018474  slc35a1 	1470	1386	1471	1376	968	1399	1063	800	1154	1296	1180
ENSPFOG00000018503  rars2 	1437	1310	1519	1260	929	1347	983	761	1052	1239	1128
ENSPFOG00000018526  akirin2 	916	895	978	842	638	686	652	415	763	749	744
ENSPFOG00000020608  cnr1 	4782	5202	4961	4807	2972	4485	3229	1505	4147	4031	2623
ENSPFOG00000018533  rngtt 	1541	1320	1488	1376	951	1356	1000	742	1165	1289	1243
ENSPFOG00000018557  IL31RA 	204	153	196	244	106	138	265	168	360	142	110
ENSPFOG00000018561  rdh14b 	911	934	980	944	611	783	702	474	693	692	918
ENSPFOG00000018564  BEGAIN (2 of 2) 	4473	4615	5068	4724	2941	4253	3352	2047	3744	4170	2836
ENSPFOG00000018570  nt5c1bb 	301	239	187	160	192	214	185	122	173	170	142
ENSPFOG00000018578  syt14b 	1028	990	1200	1055	701	1132	932	820	1036	1182	1154
ENSPFOG00000018581  extl3 	2940	2514	2941	3112	1736	3211	1990	1566	2385	2440	3109
ENSPFOG00000018608  C14orf169 	2377	1919	2275	1950	1397	1912	1417	1124	1555	1621	1828
ENSPFOG00000018628  NDUFB1 	1705	1382	1550	1401	958	1355	924	835	1074	1147	1287
ENSPFOG00000018648  cpsf2 	2239	1827	2369	1852	1340	1631	1429	954	1531	1622	1495
ENSPFOG00000023465  slc24a4b 	9753	10715	9254	9602	6056	9048	7721	6216	7616	8124	9764
ENSPFOG00000020609  tmem121a 	230	198	229	207	142	190	145	146	172	216	212
ENSPFOG00000018689  FUT8 	3052	2578	2850	2756	1721	2001	1480	1638	2249	2402	2665
ENSPFOG00000018715  gphnb 	9230	9193	10147	9095	5723	8390	7095	5202	7331	9211	8249
ENSPFOG00000018748  ensembl 	7	153	23	23	4	121	117	12	7	163	9
ENSPFOG00000018754  mpp5b 	178	182	202	148	118	135	150	113	129	118	137
ENSPFOG00000018787  eif2s1a 	10358	9532	10864	10129	6575	8478	7643	5527	7930	8959	8440
ENSPFOG00000018792  atp6v1d 	6191	5998	6453	6088	4060	4830	4708	3300	4922	5586	5017
ENSPFOG00000018808  rbm25b 	12885	11459	13948	12147	7924	13483	9407	7045	8959	11855	11348
ENSPFOG00000018837  hsp90ab1 	82110	84002	69962	74917	49241	70131	50336	39454	58325	62678	71473
ENSPFOG00000021776  slc35b2 	1113	925	1047	888	759	891	717	508	691	804	799
ENSPFOG00000018853  nfkbie 	177	141	164	171	110	132	124	96	130	161	136
ENSPFOG00000020610  tmem151ba 	670	646	771	819	429	662	572	458	510	720	683
ENSPFOG00000018861  tcte1 	24	14	23	14	11	14	17	11	12	11	11
ENSPFOG00000018868  rnf8 	1194	1143	1369	1242	853	988	863	808	975	986	1054
ENSPFOG00000018877  aida 	1224	1262	1385	1256	851	1143	893	768	932	1105	1354
ENSPFOG00000018887  mia3 	4969	4986	4787	4360	3203	4118	3445	2345	3516	3946	3743
ENSPFOG00000018902  taf1a 	278	239	233	210	106	186	128	118	190	187	146
ENSPFOG00000018913  dusp10 	1135	1286	1238	1205	815	1090	878	691	912	1084	1172
ENSPFOG00000018919  hlx1 	44	44	36	48	47	40	45	26	54	56	65
ENSPFOG00000018934  slc35f6 	524	541	547	432	407	412	424	253	381	445	462
ENSPFOG00000018940  kcnk3a 	279	312	282	276	185	279	222	179	262	246	327
ENSPFOG00000018956  enpp1 	595	517	535	309	300	316	349	181	366	305	243
ENSPFOG00000019004  sytl3 	237	282	348	239	202	230	208	147	202	247	275
ENSPFOG00000019019  ezrb 	2293	1909	2109	1806	1345	1863	1338	909	1452	1616	1180
ENSPFOG00000021986  rsph3 	47	44	40	34	17	34	32	20	21	23	24
ENSPFOG00000019037  tagapb 	874	1055	952	712	458	868	702	418	889	812	502
ENSPFOG00000019051  ppp2r5a 	2252	2340	2203	2015	1324	2187	1608	1040	1675	1905	1554
ENSPFOG00000024786  dtl 	22	8	19	11	9	14	14	4	8	12	10
ENSPFOG00000019082  ints7 	616	499	689	672	453	615	453	319	462	535	570
ENSPFOG00000019088  lpgat1 	2438	2445	2861	2257	1728	2304	1658	1153	1902	2089	2135
ENSPFOG00000019095  nek2 	27	12	15	25	9	18	10	3	17	8	17
ENSPFOG00000019100  slc30a1a 	2408	2270	2439	1915	1584	1702	1327	936	1816	1746	1346
ENSPFOG00000019102  rd3 	242	260	282	184	172	226	199	145	255	248	170
ENSPFOG00000019104  ensembl 	924	966	1089	899	682	817	642	501	865	775	814
ENSPFOG00000019114  rhag 	125	208	242	121	128	164	404	126	191	144	222
ENSPFOG00000024241  ensembl 	56	32	35	43	30	33	25	45	39	51	41
ENSPFOG00000019124  si:dkey-12h9.6 	1252	1413	1722	1382	988	1349	1158	680	997	1555	1138
ENSPFOG00000019129  nrbp1 	4239	3872	4555	3924	2694	3552	2759	2045	3111	3390	3363
ENSPFOG00000019159  capn3b 	439	333	485	328	261	370	289	194	291	313	299
ENSPFOG00000019181  ZNF106 (2 of 2) 	923	720	928	750	540	686	584	389	613	678	701
ENSPFOG00000019186  churc1 	282	214	294	241	139	226	170	104	197	208	184
ENSPFOG00000019189  TTBK2 (2 of 2) 	2951	2696	2881	2242	1718	2072	1679	1447	2014	2259	2515
ENSPFOG00000019192  elmsan1a 	1099	1120	1364	971	785	971	867	749	774	909	878
ENSPFOG00000019199  apoba (2 of 2) 	15	16	20	12	9	12	17	4	15	12	12
ENSPFOG00000020611  RHOB 	261	281	208	216	186	272	169	131	146	226	219
ENSPFOG00000019208  pum2 	4712	5243	5154	4904	2993	4687	3698	2677	3600	4496	4406
ENSPFOG00000019214  laptm4a 	11513	9599	12567	10787	7090	9450	7534	6162	8085	8890	9094
ENSPFOG00000024479  matn3a 	289	270	194	102	134	198	160	82	297	153	240
ENSPFOG00000019216  ttc32 	369	315	393	282	243	295	245	180	200	222	260
ENSPFOG00000019223  si:dkeyp-50f7.2 	8	6	6	8	7	2	7	3	6	7	9
ENSPFOG00000019246  si:ch211-223m11.2 	15	6	6	1	2	6	5	4	5	4	12
ENSPFOG00000020612  kcns3b 	63	81	54	43	27	52	38	18	32	30	53
ENSPFOG00000019273  apobb.1 	19	4	3	5	1	3	0	8	14	49	12
ENSPFOG00000019283  hpcal1 	3067	2248	2960	2259	1626	2487	1622	1179	1895	1729	2210
ENSPFOG00000019286  pdia6 	4055	2979	3909	2935	2267	2897	2407	1588	2570	2633	2645
ENSPFOG00000020613  kcnf1a 	394	402	417	406	264	358	287	159	344	357	262
ENSPFOG00000019292  LRG1 	1	3	1	5	1	0	1	1	0	1	0
ENSPFOG00000019296  rock2b 	279	308	452	229	281	296	283	169	198	262	314
ENSPFOG00000019308  sobpb 	1139	1132	700	568	837	775	717	339	688	693	639
ENSPFOG00000019310  ensembl 	1513	1339	1665	1411	920	1258	1167	858	1050	1200	1213
ENSPFOG00000019314  aim1b 	866	853	739	906	543	797	704	392	622	665	546
ENSPFOG00000019319  mrap2a 	291	250	274	217	158	250	195	134	216	173	209
ENSPFOG00000021975  ripply2 	0	0	1	0	1	0	0	1	0	2	0
ENSPFOG00000019320  sim1b 	165	127	172	168	76	97	102	68	98	136	117
ENSPFOG00000019325  si:dkey-205h13.2 (2 of 3) 	0	0	0	0	0	2	1	1	1	2	0
ENSPFOG00000024417  si:dkey-205h13.2 (3 of 3) 	1	1	1	1	0	2	6	0	0	0	0
ENSPFOG00000019332  GRIK2 (2 of 2) 	5257	5358	6503	6299	3788	5083	3975	3220	4264	5645	4858
ENSPFOG00000019352  LIN28B 	18	19	28	33	10	23	28	8	11	31	27
ENSPFOG00000019358  prep 	1796	1695	1989	1722	1142	1493	1211	882	1415	1556	1476
ENSPFOG00000019374  ensembl 	10	8	5	6	7	13	6	4	3	20	5
ENSPFOG00000019377  XKR5 (3 of 3) 	2063	1839	2028	1930	1198	1720	1533	1082	1300	1715	1722
ENSPFOG00000019383  tram2 	189	119	157	113	102	113	102	54	96	90	94
ENSPFOG00000019386  efhc1 	60	58	33	36	34	64	28	20	35	31	33
ENSPFOG00000019390  eva1a 	108	90	101	89	69	97	86	53	74	87	106
